record_type,venture,github_repo,t7_repository_reference,owned,starred,capabilities,criticality,action,mapping_status,sector,source
owned_unmapped,,career-ops,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,civilization-os,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,civilization-website,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,claude-workflow-demo,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,clients,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,clip,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,con-001-ace-construction,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-002-residential-construction,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-003-commercial-construction,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-004-industrial-construction,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-005-construction-equipment-rental,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-006-construction-project-management,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-007-green-building-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-008-home-renovation-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-009-roofing-company,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-010-plumbing-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-011-electrical-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-012-hvac-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-013-painting-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-014-flooring-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-015-landscaping-services,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,con-016-demolition-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-017-concrete-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-018-carpentry-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-019-window-installation,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,con-020-insulation-services,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,consciousness-deployment-system,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,consult-001-venture-consulting,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,consulting-services-automation,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,data-management,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,deliv-713-roadrunner-cannabis,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,deployment-orchestrator,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,design-system,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,design-team,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,divine-johns-portfolio,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,ec-003-hella-scars,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,ec-004-godbody-luxuries,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,ec-005-nwa-products,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,ec-111-miss-toys,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,ec-111-tve-fragrance,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,ec-112-cosmic-kitty,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,Ec-113kosmickitty,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,ec-commerceos,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,education-platform-system,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,email-design-os,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,enhanced-cursor-rules,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,et-003-content,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,et-003-platform,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,family-office-os,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,fh-014-cloud-kitchen,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,fh-023-bakery---pastry-shop,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,fin-033-legal-toolkit-ai,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,fin-037-worldwidebro-trading-system,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,freeclaudecode,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,ft-001-api-gateway,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,ft-001-core-ledger,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,ft-001-docs,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,fund-001-civilization-credit-fund,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,genixbank-financial-system,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,genixbank-insight-compass,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,global-operations-automation,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,hermes-agent-command-center,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,ht-004-data-api,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,ht-004-firmware,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,ht-004-mobile-app,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,innovation-hub-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,ins-001-venture-insurance,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,intellectual-property-management,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,investment-fund-management,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,iza-os-agents,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ai-consciousness-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ai-core-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ai-nlp-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ai-optimization-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ai-orchestration,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ai-prediction-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ai-vision-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-analytics,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-api-gateway-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-automation,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-automation-integration,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-blockchain-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-business,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-cli,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-computer-vision,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-cryptocurrency-management,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-customer-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-customer-service-automation-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-chatbot-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-email-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-escalation-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-faq-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-knowledge-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-phone-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-social-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-customer-service-ticket-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-cybersecurity-monitoring-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-data,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-data-integration-hub,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-defi-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-deployment-automation-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-docs,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-embedding-service,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-enterprise,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-enterprise-integrations,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-finance-advisor-alerting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-analytics-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-automation-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-discovery-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-forecasting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-integration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-intelligence-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-management-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-monitoring-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-optimization-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-orchestration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-processing-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-reporting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-security-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-advisor-synthesis-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-finance-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-funding,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-hr-analytics-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-hr-benefits-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-hr-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-hr-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-hr-onboarding-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-hr-payroll-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-hr-performance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-hr-recruitment-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-hr-training-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-inference-engine,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-infra,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-infrastructure,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-infrastructure-monitoring-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-integrations,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-intelligence-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-inventory-management-analytics-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-inventory-management-automation-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-inventory-management-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-inventory-management-integration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-inventory-management-monitoring-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-inventory-management-optimization-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-inventory-management-reporting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-inventory-management-security-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-knowledge-graph,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-legal-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-legal-research-alerting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-discovery-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-legal-research-integration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-intelligence-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-management-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-optimization-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-orchestration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-processing-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-legal-research-reporting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-security-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-legal-research-synthesis-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-llm-adapter,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-market,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-marketing-automation-alerting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-analytics-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-marketing-automation-automation-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-campaign-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-discovery-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-integration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-intelligence-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-management-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-monitoring-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-optimization-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-orchestration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-processing-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-reporting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-security-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-marketing-automation-synthesis-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-mcp,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-ml,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-mobile,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-model-training,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-monitoring,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-monitoring-integration,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-nft-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-nlp-pipeline,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-notification-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-operations-analytics-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-automation-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-operations-integration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-intelligence-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-monitoring-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-optimization-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-reporting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-operations-security-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-ops,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-orchestrator,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-platform-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-playgrounds,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-predictive-analytics-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-predictive-modeling,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-project-management-alerting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-analytics-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-automation-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-discovery-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-integration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-intelligence-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-management-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-monitoring-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-optimization-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-orchestration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-processing-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-reporting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-security-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-project-management-synthesis-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-prompt-engineering,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-quality-assurance-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-rag-system,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-recommendation-engine,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-revenue,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-sales-automation-alerting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-analytics-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-automation-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-compliance-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-discovery-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-integration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-intelligence-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-management-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-monitoring-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-optimization-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-orchestration-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-processing-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-reporting-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-security-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-automation-synthesis-bot,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,iza-os-sales-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-security,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-security-compliance-bot,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-semantic-search,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-smart-contracts,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-specs,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-speech-processing,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-templates,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-third-party-apis,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-vector-database,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-web,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-web3-integration,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,iza-os-workflow-integration,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,legal-001-ai-boss-holdings,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,legal-contract-templates,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,maps,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,marketplace-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,mcp-integration-hub,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,media-empire-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,mobile-access-manager,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,nexus-ai-enterprise-platform,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,obsidian-vault,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,op-001-venture-automation-agency,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,op-002-template-marketplace,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,op-003-agent-services-hub,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,ops-staff-001-staffing,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,OS-001-MATHEMATICAL-OS-REGISTRY,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,partnership-network-management,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,pitch-kit,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,quantum-brain-sync-website,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,re-001-worldwidebro-holdings,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,re-002-os-property-management,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,repo-template,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,research-lab-automation,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,research-os,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,research-processing-pipeline,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,Resume,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,revenue-multiplication-system,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,shared-kernels,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,sovereign-life,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,tax-company-2026,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,tech-ventures-portfolio,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,testchat,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,the-office,,✅,—,,,UNASSESSED,unclassified,,github_owned
owned_unmapped,,unified-dashboard-system,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,up-next-marketplace,,✅,—,,,UNASSESSED,archived,,github_owned
owned_unmapped,,venture-contract-engine,,✅,—,,,UNASSESSED,platform/utility,,github_owned
owned_unmapped,,venture-factory-core,,✅,—,,,UNASSESSED,platform/utility,,github_owned
