repo_id,capability_id,relation,confidence
terraform-provider-aws,devops-infra,provides,name-only
awesome-claude-code,ai-ml,provides,name-only
ai-trader,ai-ml,provides,name-only
rag-anything,search-retrieval,provides,name-only
vibe-trading,finance-fintech,provides,name-only
agents-course,education-learning,provides,name-only
chat-ui,frontend-ui,provides,name-only
chat-ui,messaging-communication,provides,name-only
aws-devops-zero-to-hero,devops-infra,provides,name-only
git-mcp,api-integration,provides,name-only
how-to-secure-a-linux-server,backend-service,provides,name-only
open-knowledge,knowledge-graph,provides,name-only
hiring-agent,agent-systems,provides,name-only
hiring-agent,hr-recruiting,provides,name-only
next-js-boilerplate,frontend-ui,provides,name-only
next-js-boilerplate,developer-tools,provides,name-only
claude-hud,ai-ml,provides,name-only
ai-website-cloner-template,ai-ml,provides,name-only
ai-website-cloner-template,frontend-ui,provides,name-only
ai-website-cloner-template,developer-tools,provides,name-only
llm-council,ai-ml,provides,name-only
obsidian-skills,knowledge-graph,provides,name-only
quant-mind,finance-fintech,provides,name-only
claude-howto,ai-ml,provides,name-only
ai-job-search,ai-ml,provides,name-only
ai-job-search,search-retrieval,provides,name-only
mcp-go,api-integration,provides,name-only
awesome-marketing,marketing-growth,provides,name-only
agent-framework,agent-systems,provides,name-only
agent-framework,developer-tools,provides,name-only
agent-lightning,agent-systems,provides,name-only
ai-agents-for-beginners,ai-ml,provides,name-only
call-center-ai,ai-ml,provides,name-only
mcp-for-beginners,api-integration,provides,name-only
go-sdk,api-integration,provides,name-only
go-sdk,developer-tools,provides,name-only
registry,venture-governance,provides,name-only
kimi-cli,developer-tools,provides,name-only
anthropic-cybersecurity-skills,ai-ml,provides,name-only
claude-code-router,ai-ml,provides,name-only
natively-cluely-ai-assistant,ai-ml,provides,name-only
nats-server,backend-service,provides,name-only
server,backend-service,provides,name-only
saas-starter,developer-tools,provides,name-only
ui-ux-pro-max-skill,frontend-ui,provides,name-only
software-planning-mcp,api-integration,provides,name-only
hermes-agent,agent-systems,provides,name-only
retail-agentic-commerce,agent-systems,provides,name-only
cli,developer-tools,provides,name-only
magic-portfolio,finance-fintech,provides,name-only
magic-portfolio,venture-governance,provides,name-only
nextjs-starter,developer-tools,provides,name-only
open-llm-vtuber,ai-ml,provides,name-only
gpt-oss,ai-ml,provides,name-only
openai-cookbook,ai-ml,provides,name-only
agent-reach,agent-systems,provides,name-only
perplexity-mcp,api-integration,provides,name-only
ai-engineering-hub,ai-ml,provides,name-only
llm-app,ai-ml,provides,name-only
no-ai-slop,ai-ml,provides,name-only
spec-workflow-mcp,automation-orchestration,provides,name-only
spec-workflow-mcp,api-integration,provides,name-only
project-based-learning,education-learning,provides,name-only
prime-agent,agent-systems,provides,name-only
server-survival,backend-service,provides,name-only
awesome-mcp-servers,api-integration,provides,name-only
mcp-server-qdrant,api-integration,provides,name-only
mcp-server-qdrant,backend-service,provides,name-only
oh-my-cli,developer-tools,provides,name-only
qwen3-tts,voice-audio,provides,name-only
rabbitmq-server,backend-service,provides,name-only
awesome-local-llm,ai-ml,provides,name-only
claude-code-telegram,ai-ml,provides,name-only
claude-code-telegram,messaging-communication,provides,name-only
thinking-claude,ai-ml,provides,name-only
ai-engineering-from-scratch,ai-ml,provides,name-only
llama_index,search-retrieval,provides,name-only
gpt-sovits,ai-ml,provides,name-only
hackathon-starter,developer-tools,provides,name-only
learn-coding-agent,agent-systems,provides,name-only
scrapegraph-ai,ai-ml,provides,name-only
claude-code-best-practice,ai-ml,provides,name-only
learn-claude-code,ai-ml,provides,name-only
awesome-llm-apps,ai-ml,provides,name-only
agentic-awesome-skills,agent-systems,provides,name-only
llm,ai-ml,provides,name-only
agent-s,agent-systems,provides,name-only
pandas-ai,ai-ml,provides,name-only
claude-squad,ai-ml,provides,name-only
ai-dev-tasks,ai-ml,provides,name-only
sonarqube-mcp-server,api-integration,provides,name-only
sonarqube-mcp-server,backend-service,provides,name-only
watch-cli,developer-tools,provides,name-only
superclaude_framework,developer-tools,provides,name-only
fastapi_mcp,api-integration,provides,name-only
fastapi_mcp,backend-service,provides,name-only
telegram-ios,mobile-app,provides,name-only
telegram-ios,messaging-communication,provides,name-only
tencentdb-agent-memory,agent-systems,provides,name-only
claude-mem,ai-ml,provides,name-only
code-review-graph,knowledge-graph,provides,name-only
toolsdk-mcp-registry,api-integration,provides,name-only
toolsdk-mcp-registry,venture-governance,provides,name-only
the-book-of-secret-knowledge,knowledge-graph,provides,name-only
crm,crm-sales,provides,name-only
the-algorithm-ml,ai-ml,provides,name-only
agent-orchestrator,agent-systems,provides,name-only
agent-orchestrator,automation-orchestration,provides,name-only
insanely-fast-whisper,voice-audio,provides,name-only
agent-browser,agent-systems,provides,name-only
awesome-claude-agents,ai-ml,provides,name-only
video-shotcraft,video-media,provides,name-only
obsidian-git,knowledge-graph,provides,name-only
ai-hedge-fund,ai-ml,provides,name-only
code-graph-rag,search-retrieval,provides,name-only
code-graph-rag,knowledge-graph,provides,name-only
awesome-agent-skills,agent-systems,provides,name-only
deep-dive-claude-code,ai-ml,provides,name-only
claude-code-cookbook,ai-ml,provides,name-only
event-driven-autonomous-loop,agent-systems,provides,name-only
claude-code-everything-you-need-to-know,ai-ml,provides,name-only
awesome-quant,finance-fintech,provides,name-only
system-prompts-and-models-of-ai-tools,ai-ml,provides,name-only
node-telegram-bot-api,api-integration,provides,name-only
node-telegram-bot-api,messaging-communication,provides,name-only
claude-code-tips,ai-ml,provides,name-only
